Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Pos_7,Pos_8,Pos_9,Pos_10,Pos_11,Pos_12,Pos_13,Pos_14,Pos_15,Pos_16,Pos_17,Pos_18,Pos_19,Pos_20
0.23074594172777607,0.05243487868640262,0.858720848489285,0.3392249082241189,0.3932467283665556,0.27036548223830226,0.12322788872941182,0.45693924176206524,0.23471705308284163,0.5631532349299258,0.2027650477394588,0.5113872821357487,0.9483258839428859,0.37183370636286006,0.9542190893326802,0.05720591625564686,0.5488051182820823,0.5997974911891997,0.9617533177458597,0.9251851312284227
0.5109061295180553,0.7594861401652808,0.9759052816075154,0.7365002639632688,0.9539559739542827,0.938893979319266,0.48176716139993103,0.6598942308802181,0.17984963291789824,0.43702347241547124,0.8661241888403935,0.5772320702524371,0.27945360419060683,0.12278925276601593,0.23185520181835473,0.12499256478672394,0.2337804302276998,0.38358001004032216,0.04289853088357365,0.8387106968724726
0.4038102617072009,0.5673689644963138,0.6361340147641433,0.13284200646608957,0.08270761181285646,0.15653221273175322,0.9862247233300526,0.10451524198326945,0.4226559214656044,0.8750623471340131,0.5842756527087877,0.01753367137178896,0.8887025810364118,0.3841476632154256,0.16773020775391967,0.3371798306561562,0.594148131874365,0.037745180036163894,0.6433085213145026,0.6101064003185219
0.22879392211702332,0.4260177602253441,0.1935149634645531,0.021329839501554315,0.5839198739466547,0.4453570445273576,0.84205664804202,0.1990556539637539,0.44059904716141096,0.6674545325281052,0.06833463001706253,0.3553366288831281,0.6860363031442659,0.245071897044153,0.36397732246604353,0.5773636987909793,0.40943559227704807,0.8767815026717546,0.859881278059901,0.8339768926846989
0.4262711666896969,0.19012999559238153,0.6388631031435953,0.4281549814422003,0.5058070707782574,0.6510515583677586,0.939941534535331,0.8082497266339406,0.1232166332489254,0.9074622090196786,0.6770673327088303,0.31942519516947254,0.7299929885512494,0.47496391917285996,0.5610325638154504,0.5718246936433848,0.15148924924481755,0.3619821182810956,0.4357347412439997,0.0577250991689825
0.7237325107488373,0.3268047693777706,0.47685286583114894,0.9480578053216591,0.8679683291284062,0.27309617663809704,0.4002717027882252,0.5712342038851668,0.11948191776460548,0.7961843785511916,0.32375196008241247,0.11562865386689491,0.7071998485090023,0.51490823808483,0.027100400960439974,0.562783613136085,0.7642088444475982,0.03104266800163158,0.6575876207047427,0.25014191113732
0.43527630819028496,0.07216742006758947,0.5322285229150201,0.9388289086556243,0.30481570769324307,0.06353737904188561,0.8482263273340079,0.9475935652691709,0.49107075059232264,0.9085094844419105,0.9086404125688187,0.7345191799960762,0.8313273321506993,0.16200423390405105,0.845539100415939,0.4156423241576631,0.2866870363919519,0.5618622697026857,0.8574932348235629,0.43316865380883407
0.07776876792584475,0.28727828024231794,0.2853109319327871,0.6970514378816955,0.9550659376731658,0.5501474275880516,0.2536125257669455,0.7031298800517052,0.14772701167278024,0.061629093926618306,0.6490077340637271,0.3757523205200838,0.4508077288322858,0.07398244677620602,0.47968781956690365,0.6061442130381878,0.9825118679501008,0.021469889231514494,0.516746763881536,0.4867671135312355
0.6251411947802342,0.8531734331218442,0.4980329091126755,0.5725811674244072,0.5025545177829741,0.7964420339509085,0.906935114047634,0.32266101367486877,0.7243970059375853,0.6547559484131957,0.3732878321504155,0.8034959993593959,0.6950536772168339,0.49187326955992816,0.5719225102895,0.9489394312159595,0.6401700929736113,0.6348911246127822,0.38063989163532486,0.7819044886211819
0.8723839842064727,0.3094909778314623,0.32641177113789055,0.6731964725205544,0.2888549243542371,0.0817140255333002,0.2880990716215327,0.6970785574378006,0.5026654861648215,0.5800634944716171,0.6262375343969241,0.5351042723800182,0.9613037970526183,0.8106634087627085,0.963382168468427,0.6933444907173139,0.8017140895687547,0.7513834523770657,0.94109751393948,0.3404526247609255
